PID	Abundance
ko05340	0.1697311653
ko00564	781.438504536
ko00680	455.948643265
ko00562	245.207984318
ko00563	1.10252069722
ko05100	2.46388082181
ko00633	102.551622882
ko00440	294.077840365
ko05143	11.0316577174
ko00250	1494.04151082
ko04062	0.00649947971246
ko00565	67.0961662486
ko00740	788.586230846
ko04940	0.000927883333333
ko00010	1494.75419426
ko04650	0.866666040522
ko03450	0.265470546869
ko00760	1075.10691518
ko00920	846.502296333
ko04144	1.27756553961
ko00310	220.901690791
ko04146	108.424177467
ko00600	134.394984376
ko04140	0.685218185334
ko04141	5.62999816454
ko04142	2.94127805629
ko00604	0.00176221428571
ko04260	0.214255672364
ko03040	8.36599761963
ko04711	1.33800630717
ko02060	1059.24088462
ko04712	0.924422279256
ko04640	0.00318352081387
ko00513	0.586429026903
ko04970	0.368268973083
ko00511	1016.13184854
ko00510	47.712839877
ko05110	8.3448800568
ko04974	20.447811489
ko04976	0.593776913106
ko00450	1432.34848229
ko00910	646.982583356
ko04075	0.105289400934
ko00300	1672.56957251
ko00195	2.1687215594
ko00260	1144.24536766
ko00190	437.780135004
ko03440	1924.37696183
ko00750	1200.79377053
ko00592	0.0455834035947
ko04666	0.16222318303
ko00062	0.0258839753165
ko00061	1920.16334451
ko04662	0.01943244
ko03070	827.75934403
ko04060	0.15830036262
ko04370	0.0535674117647
ko02040	30.843923948
ko02030	286.769426444
ko00380	226.900672717
ko00500	1013.97359312
ko05120	97.9182804489
ko00590	131.428522691
ko00362	205.080365957
ko05322	1.78823104875
ko04962	0.334764842349
ko04960	0.244856885887
ko00625	553.797887243
ko00624	289.880689246
ko00627	267.372434656
ko00626	575.309685226
ko00621	526.549193648
ko00620	1415.23294881
ko00623	0.518374799421
ko00622	0.0200881
ko00270	1426.19019425
ko04380	0.107925209191
ko00940	0.270699735105
ko00941	6.73179015902
ko01053	110.016880803
ko00100	0.423811509398
ko00945	0.01335716
ko01056	1.07264541686
ko05016	0.0482282564076
ko04670	0.0866898673064
ko04950	0.578487901026
ko00071	348.691161469
ko00072	613.17037536
ko04360	0.213374775403
ko00534	0.968393630909
ko05215	0.126186999243
ko03060	1704.87811252
ko00603	4.53933528126
ko00561	595.438189222
ko04912	0.031817765489
ko04910	5.90587603414
ko00531	36.4748687166
ko00533	0.087373503838
ko04914	0.229042163242
ko00360	138.006451247
ko00361	0.0396289355676
ko04111	0.142064360855
ko04110	1.03337432856
ko05130	4.51922220126
ko04115	0.394747872951
ko04114	0.062068773593
ko00532	0.443793865253
ko00430	840.834418873
ko02010	781.908567284
ko00130	401.26748546
ko04330	1.32685276898
ko00903	302.421055286
ko04112	1112.52121394
ko00040	342.51074706
ko00730	1852.96356798
ko00970	2464.42270154
ko01040	226.547627372
ko00311	170.255433216
ko03018	770.610312034
ko04270	0.360340650848
ko00281	0.504922564336
ko04510	0.325299180421
ko03013	90.5291313693
ko03010	2851.13615359
ko05200	0.16484772069
ko00601	0.938112394377
ko03015	4.04654890945
ko00312	0.402455222763
ko05020	0.694141664931
ko00522	0.0827369102473
ko00520	1381.72035574
ko00521	1407.91219672
ko05146	0.000553907028121
ko05145	0.0755897233853
ko00052	1070.11208529
ko00053	216.007143584
ko00051	1145.90249036
ko00400	1297.48235106
ko00402	0.0361142049944
ko00350	489.654371566
ko00480	981.409233564
ko00640	681.286490319
ko00720	1049.05444412
ko00960	0.154374957791
ko02020	374.986846299
ko00120	0.289541111111
ko00121	6.86696044982
ko03008	84.4398628057
ko04145	1.21933736753
ko04614	3.25407770296
ko00290	2572.9565457
ko04610	0.100178463104
ko04340	0.430417780236
ko03410	1325.46603393
ko05010	1.15601039278
ko05012	0.215072723569
ko00980	0.305140178023
ko00630	360.576781523
ko00410	318.502675329
ko00983	1.12670847717
ko05150	165.830419748
ko00791	102.568297039
ko00790	1726.00230393
ko00020	896.38325093
ko00710	2.18320093459
ko04710	0.465740571278
ko00340	502.468950976
ko04130	0.830482630091
ko00550	2231.07967909
ko00650	775.634487339
ko03030	1489.53751953
ko04742	0.0782938391339
ko04740	0.806059360811
ko03320	0.0322951927943
ko04745	0.894695644808
ko00253	0.0442582029481
ko04530	0.731344367264
ko00514	0.635709126546
ko04612	0.257165682966
ko04621	32.5187000056
ko04620	0.295951963536
ko04623	0.202367772727
ko04622	1.80587756589
ko04626	113.32060277
ko04971	0.0249034347826
ko00460	648.809009961
ko00512	0.0192919222793
ko00830	2.13197577896
ko00780	1134.74821048
ko00785	1481.29133054
ko00030	1696.52626351
ko00230	1249.31323511
ko04122	1211.37043595
ko04120	10.188330601
ko00540	1107.08061969
ko00981	0.0324200635725
ko03022	2.18668995922
ko00660	1767.69099481
ko03020	675.346355021
ko00982	3.12534348657e-05
ko04630	0.19495623187
ko04350	0.310955711593
ko00140	1.39340886863
ko00860	427.076762037
ko05410	0.081775099817
ko00330	564.199482628
ko04080	0.383850384752
ko04514	0.353278478093
ko00908	763.609424502
ko04930	0.1832123125
ko04320	3.43091305897
ko03430	1891.1547728
ko00906	8.90310666291
ko00900	1519.97943973
ko04520	0.244455176211
ko04730	0.00821254621833
ko00471	2889.15767749
ko00473	2393.59825218
ko05014	2.70552346072
ko05111	4.26611871986
ko00280	372.215066728
ko04810	0.319399370509
ko04210	41.6208734256
ko00240	1571.67224387
ko04012	0.175849587717
ko04013	0.0185132570055
ko04010	0.834018814019
ko04011	1.46681553678
ko01055	3316.05063256
ko04113	0.643889202647
ko04512	4.40088572373
ko04310	0.731697823174
ko03420	901.086213595
ko00770	1805.66674851
ko00670	2190.48299022
ko04150	0.118638050199
ko04920	1.94147533422
ko05160	0.0184820605407
ko03050	5.61478734791
ko00930	0.688801092729
ko04722	0.0168094411005
