file_id	md5	size	urls	sample_id
1670203039de370df9a35a04373577e1	1047cf0374d0ca1762e271de39db7e62	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS014475_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825602c0c62
1670203039de370df9a35a0437367636	4a6f6549550e8e9da64bb5aeabc02b69	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS015062_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825603152d8
