PID	Coverage
ko05340	0.0588235
ko00564	0.444444
ko00680	0.284946
ko00562	0.355556
ko00563	0.153846
ko05100	0.123077
ko00440	0.185185
ko00592	0.0666667
ko00250	0.703704
ko04062	0.00746269
ko04060	0.0458716
ko00072	0.5
ko04380	0.0106383
ko04650	0.141026
ko03450	0.105263
ko00760	0.657143
ko00920	0.5625
ko04144	0.202899
ko00310	0.462963
ko04146	0.185714
ko00600	0.175
ko04140	0.190476
ko04141	0.0948905
ko04142	0.0909091
ko04260	0.0169492
ko03040	0.383333
ko04711	0.125
ko02060	0.84
ko04712	0.125
ko00512	0.0833333
ko00511	0.6875
ko00510	0.113636
ko05110	0.0425532
ko04974	0.163265
ko00450	0.642857
ko00565	0.125
ko00300	0.625
ko00195	0.047619
ko00260	0.656716
ko00190	0.436893
ko03440	0.576271
ko00750	0.733333
ko04626	0.0285714
ko04664	0.0465116
ko04666	0.0377358
ko00061	0.730769
ko04662	0.02
ko03070	0.716216
ko02040	0.609756
ko04740	0.0625
ko00380	0.274194
ko00500	0.721519
ko05120	0.0363636
ko00590	0.142857
ko05323	0.0923077
ko05322	0.0869565
ko05320	0.04
ko04962	0.121212
ko04960	0.0416667
ko00625	0.538462
ko00624	0.205882
ko00627	0.372881
ko00626	0.535714
ko00621	0.461538
ko00620	0.821918
ko00623	0.428571
ko00270	0.636364
ko00010	0.7
ko00941	0.05
ko01053	0.8125
ko00100	0.0645161
ko01056	0.1
ko05016	0.0272109
ko04670	0.0422535
ko00071	0.382979
ko00740	0.419355
ko04340	0.102564
ko04360	0.025
ko05216	0.0714286
ko05215	0.0147059
ko03060	0.589744
ko00561	0.47619
ko00534	0.166667
ko04910	0.038961
ko00531	0.0714286
ko04916	0.03125
ko05130	0.0263158
ko04914	0.0338983
ko04113	0.020202
ko00361	0.368421
ko00362	0.28
ko04110	0.038835
ko00364	0.2
ko00533	0.0714286
ko04115	0.0862069
ko04114	0.0405405
ko00430	0.625
ko02010	0.68
ko00360	0.431373
ko04330	0.321429
ko00633	0.363636
ko00040	0.607843
ko00730	0.772727
ko04111	0.0423729
ko01040	0.275862
ko00311	0.214286
ko03018	0.52
ko04512	0.0892857
ko00281	0.4375
ko04145	0.0860215
ko03013	0.136364
ko03010	0.479167
ko05200	0.0125523
ko03015	0.169811
ko05020	0.0344828
ko00522	0.0909091
ko05142	0.0121951
ko00520	0.635514
ko05140	0.0363636
ko05146	0.0512821
ko05144	0.015873
ko00052	0.54386
ko00053	0.428571
ko00051	0.761194
ko00400	0.612903
ko00350	0.393443
ko00480	0.578947
ko00643	0.333333
ko00640	0.666667
ko00720	0.641791
ko00960	0.0434783
ko02020	0.636646
ko04020	0.0225564
ko03008	0.109756
ko04966	0.0625
ko00290	0.909091
ko04614	0.0588235
ko04610	0.0144928
ko00363	0.583333
ko03410	0.585366
ko05010	0.0142857
ko05012	0.00884956
ko00980	0.0454545
ko00410	0.516129
ko00130	0.589744
ko05150	0.123077
ko00791	0.0714286
ko00790	0.666667
ko04540	0.0185185
ko00020	0.867925
ko00710	0.0277778
ko04710	0.166667
ko00340	0.657895
ko00785	1
ko04130	0.0588235
ko00550	0.837838
ko00650	0.695652
ko03030	0.45098
ko02030	0.730769
ko03320	0.0545455
ko04530	0.057971
ko00830	0.142857
ko00514	0.142857
ko04621	0.0392157
ko04620	0.0135135
ko04623	0.0227273
ko04622	0.0566038
ko04270	0.0243902
ko00910	0.646465
ko00513	0.0204082
ko00460	0.321429
ko04970	0.0169492
ko00521	0.588235
ko00780	0.8
ko00630	0.636364
ko00970	0.515625
ko00030	0.704545
ko00670	0.777778
ko00230	0.45
ko04122	0.857143
ko04120	0.12605
ko00540	0.666667
ko05111	0.142857
ko03022	0.2
ko00660	0.833333
ko03020	0.288136
ko04630	0.0508475
ko04350	0.06
ko00140	0.142857
ko05414	0.0121951
ko00983	0.0909091
ko05416	0.0526316
ko00330	0.592
ko04080	0.0668896
ko05310	0.0526316
ko04514	0.0449438
ko00908	0.125
ko04930	0.0645161
ko04320	0.291667
ko03430	0.555556
ko00906	0.142857
ko00900	0.742857
ko04520	0.0508475
ko00903	0.52381
ko00471	1
ko00473	1
ko05014	0.0232558
ko04950	0.16
ko04510	0.0225564
ko04810	0.0347222
ko04210	0.0645161
ko00240	0.473684
ko04012	0.0666667
ko04010	0.0923913
ko04011	0.153846
ko01055	1
ko00860	0.601942
ko04640	0.0384615
ko04310	0.134021
ko03420	0.354167
ko00770	0.758621
ko00280	0.491228
ko04150	0.0666667
ko04920	0.0888889
ko03050	0.0416667
ko00930	0.5
ko04112	0.516129
ko04722	0.0235294
