PID	Abundance
ko04020	0.254791000598
ko00564	334.773770967
ko00565	24.9712407021
ko00562	99.3841836561
ko00563	3.42078754715
ko05100	1.77816856759
ko00633	48.0690630825
ko00440	102.163436144
ko05143	3.00967392893
ko00250	652.628989791
ko04062	0.00327171785148
ko00680	188.764605024
ko04145	1.38674969785
ko04940	0.00113488333333
ko00010	576.93362164
ko00330	247.001919577
ko04650	0.853812601437
ko03450	1.99802797217
ko00760	438.328437992
ko00920	368.540898156
ko00311	44.5864414216
ko00310	88.9151239494
ko04146	40.1792376541
ko00600	50.3616733453
ko04140	3.73933175432
ko04141	9.32703321128
ko04142	0.991988505821
ko00604	0.14431
ko04260	0.124064097827
ko03040	6.39574859414
ko04711	0.460941466753
ko02060	407.099768462
ko04712	1.24957940306
ko04640	0.0678592316107
ko00513	1.36041409004
ko04970	0.0850654237396
ko00511	338.318017357
ko00510	12.3247916502
ko05110	6.32852263665
ko04974	2.6780795769
ko00860	181.010691608
ko00450	551.788794211
ko04070	0.172893110398
ko00910	285.524699642
ko00300	677.256030001
ko00195	1.03577194819
ko00260	476.684542544
ko00190	223.626044841
ko03440	781.388702389
ko00750	513.301929822
ko00592	1.09612095308
ko00591	0.133212191857
ko04666	0.223468872742
ko04660	0.0346167632623
ko00061	851.40621463
ko04662	0.0663052
ko03070	395.10521032
ko04060	0.149378510746
ko03060	759.605877829
ko00903	109.384941877
ko02030	139.211830684
ko00380	95.9600101557
ko00500	379.454290923
ko05120	39.6493957469
ko00590	54.6209255319
ko00362	72.651597622
ko05322	2.35213965981
ko04964	0.417703718485
ko04962	1.42586709727
ko04960	0.00258645918924
ko00062	1.49605740255
ko00625	225.181342145
ko00624	107.292314365
ko00627	105.390198185
ko00626	224.608391194
ko00620	570.762294579
ko00623	0.629671162597
ko00622	0.2630951
ko00270	557.359742771
ko04380	0.0854001181777
ko00940	0.553521432085
ko00941	4.9516263973
ko01053	68.8178109697
ko00943	0.0933024285714
ko00100	3.13066464688
ko00945	0.00958172
ko01056	0.380990961972
ko05016	0.0842775018947
ko04670	0.0233020135914
ko00071	138.36576727
ko00740	317.638782981
ko04360	0.0902270182691
ko00534	0.650617079478
ko05216	0.0714943531266
ko05211	0.0420708
ko00561	234.907618211
ko04912	0.0140620841454
ko04910	2.42806868551
ko00531	5.45059202606
ko05130	0.950630977195
ko04914	0.121825440792
ko00360	58.5462817766
ko00361	0.00118095654196
ko00630	162.150105619
ko04110	0.110359654458
ko00533	0.199122422491
ko04115	0.391713118481
ko04114	0.0831759970765
ko00532	0.244504127605
ko00430	306.830457121
ko02010	326.772355848
ko00130	186.261232262
ko04622	0.609885105278
ko04112	472.707940346
ko00040	146.975662989
ko00730	636.259469871
ko04111	1.96494204313
ko01040	100.397867935
ko04144	2.29927074636
ko03018	314.812116708
ko04270	0.537187625683
ko00281	0.229882156343
ko04510	0.128712330123
ko03013	30.794166412
ko03010	1043.66681466
ko05200	0.0670331243774
ko03015	2.40541838486
ko00312	0.15012725
ko05020	0.239638738121
ko00522	0.310163132158
ko00520	517.099227099
ko00521	604.02347782
ko05145	0.0488698895417
ko00052	380.428285265
ko00053	95.2311866538
ko00051	438.244226354
ko00400	566.761311621
ko00402	0.0036044325966
ko00350	200.910056694
ko00480	393.363807618
ko00640	288.729893078
ko00720	441.1003011
ko00960	0.0539561719041
ko02020	146.283641001
ko00603	0.628593064138
ko00121	16.6462805198
ko03008	36.6484556083
ko00290	1110.11539655
ko04614	0.684640672534
ko04610	0.0672356479575
ko04340	0.229775431011
ko03410	518.930581634
ko05010	0.373225051838
ko05012	0.0789220422558
ko00980	0.0712002445028
ko05014	0.194689827042
ko00410	111.816919393
ko00983	0.617528419012
ko05150	63.4743178888
ko00791	30.4469441854
ko00790	674.14867069
ko00020	385.608195569
ko00710	0.334447199085
ko04710	0.681815903892
ko00340	276.659714857
ko00785	525.313963609
ko04130	1.76287019074
ko00550	900.399055016
ko00650	308.770461838
ko03030	597.49690871
ko04742	0.0920980018183
ko04740	0.0731732543451
ko03320	0.415460522716
ko04744	0.25433007084
ko04745	0.0399726670901
ko00253	0.0167671170219
ko04530	1.6584767419
ko00514	1.16859093885
ko04612	0.356825263538
ko04621	5.62599821464
ko04623	0.03461265
ko04330	1.29191026511
ko04626	44.2287174715
ko00460	260.888917107
ko00830	0.48656040181
ko00780	486.458378965
ko04973	0.0709977490837
ko00970	948.915666105
ko00030	642.623773922
ko04972	0.0868225320369
ko00230	498.592328108
ko04122	506.13493174
ko04120	17.321919908
ko00540	503.928566765
ko05111	2.12584586732
ko03022	3.54549870077
ko00660	842.568035595
ko03020	280.200268073
ko04630	0.256096433643
ko04350	0.196658278917
ko00140	1.60830557373
ko04976	0.04018570918
ko05410	0.0259672466223
ko05412	0.00925385376419
ko04080	0.243053336632
ko04514	0.113006948305
ko00908	284.6172787
ko04320	0.640814727774
ko03430	794.677170394
ko00906	7.7940745203
ko00900	591.2052915
ko02040	58.6164026842
ko00471	1125.2861996
ko00473	914.749065072
ko04950	0.433328047381
ko00280	120.524256524
ko04810	0.288910918399
ko04210	16.5304646309
ko00240	615.774313071
ko04012	0.289980328094
ko04013	0.00112397181549
ko04010	0.270130335474
ko04011	3.73523586268
ko01055	1035.71924685
ko04113	3.56689674848
ko04512	0.865145760627
ko04310	0.913457403748
ko03420	358.860312176
ko00770	765.246747532
ko00670	871.117463004
ko04150	1.59050679769
ko04920	0.636717633713
ko00120	0.05809
ko05160	0.0839907567568
ko03050	6.29569591523
ko00930	0.78486883477
ko04722	0.110579451056
