PID	Coverage
ko00564	0.493827
ko00680	0.408602
ko00562	0.444444
ko00563	0.0769231
ko05100	0.0615385
ko00440	0.333333
ko00250	0.851852
ko04060	0.0229358
ko00072	1
ko04380	0.0106383
ko04650	0.0769231
ko03450	0.0526316
ko00760	0.742857
ko00920	0.625
ko04144	0.108696
ko00310	0.388889
ko04146	0.142857
ko00600	0.4
ko04140	0.190476
ko04141	0.131387
ko04142	0.131313
ko04260	0.0508475
ko03040	0.391667
ko04711	0.125
ko02060	0.746667
ko04712	0.0416667
ko00513	0.0204082
ko00511	0.75
ko00510	0.136364
ko05110	0.12766
ko04974	0.142857
ko00450	0.785714
ko00565	0.125
ko04075	0.0232558
ko00300	0.7
ko00195	0.047619
ko00260	0.701493
ko00190	0.456311
ko03440	0.559322
ko00750	0.733333
ko04626	0.0428571
ko00592	0.0666667
ko00062	0.142857
ko00061	0.653846
ko03070	0.716216
ko00903	0.619048
ko00380	0.33871
ko00500	0.873418
ko05120	0.0909091
ko00590	0.178571
ko05323	0.138462
ko05322	0.0217391
ko04964	0.0833333
ko04962	0.0909091
ko00625	0.538462
ko00624	0.205882
ko00627	0.389831
ko00626	0.428571
ko00620	0.917808
ko00623	0.0714286
ko00270	0.69697
ko00010	0.75
ko05111	0.261905
ko00940	0.04
ko00941	0.1
ko01053	0.375
ko01056	0.2
ko04672	0.027027
ko04670	0.0140845
ko00071	0.531915
ko00740	0.483871
ko05219	0.030303
ko05215	0.0147059
ko03060	0.538462
ko01055	1
ko00561	0.52381
ko00534	0.0833333
ko04910	0.038961
ko00531	0.571429
ko04916	0.03125
ko05130	0.0263158
ko00360	0.490196
ko04111	0.0338983
ko04110	0.0582524
ko04114	0.0135135
ko00121	1
ko00532	0.047619
ko00430	0.375
ko02010	0.701538
ko00130	0.641026
ko04330	0.285714
ko00633	0.818182
ko00040	0.72549
ko00730	0.772727
ko00362	0.426667
ko01040	0.344828
ko00311	0.142857
ko04514	0.0224719
ko04512	0.0892857
ko00281	0.6875
ko04145	0.11828
ko03013	0.143939
ko03010	0.534722
ko05200	0.0125523
ko00601	0.08
ko03015	0.113208
ko04113	0.020202
ko00312	0.571429
ko05020	0.103448
ko05142	0.0121951
ko00520	0.71028
ko05140	0.0181818
ko00521	0.705882
ko05146	0.025641
ko05144	0.015873
ko00052	0.684211
ko00053	0.542857
ko00051	0.761194
ko00400	0.709677
ko00350	0.42623
ko00480	0.473684
ko00640	0.757576
ko00720	0.701493
ko00960	0.0434783
ko02020	0.754658
ko04020	0.0150376
ko03008	0.121951
ko04966	0.1875
ko00290	1
ko04614	0.176471
ko04610	0.057971
ko04612	0.0243902
ko03410	0.609756
ko05010	0.00714286
ko00603	0.142857
ko05012	0.00884956
ko00630	0.636364
ko00410	0.612903
ko00983	0.0909091
ko05150	0.0615385
ko00791	0.285714
ko00790	0.791667
ko00020	0.90566
ko00710	0.0555556
ko04710	0.0555556
ko00340	0.710526
ko00785	1
ko04130	0.0882353
ko00550	0.864865
ko00650	0.826087
ko03030	0.529412
ko04742	0.0434783
ko02030	0.807692
ko03320	0.0363636
ko04530	0.0434783
ko00514	0.0714286
ko04340	0.025641
ko04621	0.0784314
ko04620	0.027027
ko04623	0.0227273
ko04622	0.0566038
ko04270	0.0365854
ko00910	0.59596
ko00460	0.357143
ko00830	0.0857143
ko00780	0.7
ko05016	0.0136054
ko00970	0.53125
ko00030	0.772727
ko00670	0.851852
ko00230	0.504167
ko04122	0.761905
ko04120	0.109244
ko00540	0.8
ko03022	0.257143
ko00660	0.75
ko03020	0.389831
ko04630	0.0169492
ko00140	0.314286
ko05416	0.0263158
ko00330	0.672
ko04080	0.0401338
ko03018	0.44
ko00908	0.125
ko04930	0.0322581
ko04320	0.166667
ko03430	0.777778
ko00906	0.0571429
ko00900	0.685714
ko04520	0.0338983
ko02040	0.829268
ko00471	1
ko00473	1
ko05014	0.0930233
ko04950	0.12
ko04510	0.0075188
ko04810	0.0208333
ko04210	0.0483871
ko00240	0.565789
ko04012	0.0333333
ko04010	0.0271739
ko04011	0.102564
ko00100	0.16129
ko00860	0.640777
ko04640	0.0128205
ko04310	0.0515464
ko03420	0.458333
ko00770	0.862069
ko00280	0.666667
ko04150	0.0333333
ko04920	0.0888889
ko04973	0.0526316
ko03050	0.125
ko00930	0.0714286
ko04112	0.483871
ko04722	0.0117647
