PID	Coverage
ko00564	0.345679
ko00680	0.274194
ko00562	0.222222
ko00563	0.0384615
ko05100	0.0461538
ko00440	0.222222
ko00250	0.648148
ko04060	0.00458716
ko00010	0.575
ko03450	0.0526316
ko00760	0.6
ko00920	0.4375
ko04144	0.0289855
ko04145	0.0430108
ko04146	0.0571429
ko00561	0.365079
ko04140	0.047619
ko04141	0.0218978
ko04142	0.0505051
ko03040	0.216667
ko02060	0.76
ko00511	0.625
ko00510	0.0681818
ko05110	0.0425532
ko04974	0.0612245
ko00450	0.535714
ko00565	0.0625
ko00300	0.575
ko00195	0.015873
ko00260	0.522388
ko00190	0.291262
ko03440	0.474576
ko00750	0.6
ko04626	0.0142857
ko00590	0.0714286
ko00061	0.615385
ko03070	0.405405
ko02040	0.487805
ko00380	0.16129
ko00500	0.556962
ko05120	0.0363636
ko05323	0.0153846
ko05322	0.0434783
ko00625	0.384615
ko00624	0.0882353
ko00627	0.237288
ko00626	0.321429
ko00621	0.230769
ko00620	0.712329
ko00623	0.0357143
ko00270	0.575758
ko00941	0.05
ko01053	0.1875
ko00970	0.484375
ko00071	0.297872
ko00740	0.354839
ko03060	0.487179
ko00534	0.0416667
ko04910	0.012987
ko00531	0.142857
ko05130	0.0263158
ko00360	0.0784314
ko04112	0.322581
ko04110	0.0291262
ko00430	0.4375
ko02010	0.544615
ko00130	0.435897
ko04330	0.0714286
ko00633	0.227273
ko00040	0.431373
ko00730	0.772727
ko00362	0.186667
ko01040	0.172414
ko00311	0.142857
ko03018	0.306667
ko04270	0.0121951
ko00310	0.259259
ko03013	0.0530303
ko03010	0.416667
ko05200	0.0083682
ko03015	0.0754717
ko04113	0.030303
ko00600	0.15
ko05020	0.0344828
ko05143	0.0285714
ko00520	0.579439
ko00521	0.529412
ko00052	0.526316
ko00053	0.2
ko00051	0.716418
ko00400	0.580645
ko00350	0.327869
ko00480	0.5
ko00640	0.469697
ko00720	0.626866
ko02020	0.490683
ko04020	0.0075188
ko03008	0.0731707
ko00290	1
ko03410	0.414634
ko05010	0.00714286
ko00410	0.354839
ko05016	0.00680272
ko05150	0.0923077
ko00791	0.214286
ko00790	0.541667
ko00020	0.735849
ko00710	0.0277778
ko00340	0.605263
ko04130	0.0294118
ko00550	0.837838
ko00650	0.608696
ko03030	0.352941
ko02030	0.230769
ko04612	0.0243902
ko04621	0.0196078
ko04623	0.0227273
ko04622	0.0377358
ko00910	0.555556
ko00830	0.0285714
ko00780	0.9
ko00630	0.484848
ko00785	0.75
ko00030	0.636364
ko00670	0.740741
ko00230	0.375
ko04122	0.857143
ko04120	0.0336134
ko00540	0.666667
ko05111	0.047619
ko03022	0.0285714
ko00660	0.916667
ko03020	0.220339
ko04512	0.0535714
ko04630	0.0169492
ko00140	0.0285714
ko00330	0.496
ko04080	0.00668896
ko00908	0.125
ko04320	0.0833333
ko03430	0.488889
ko00906	0.0285714
ko00900	0.657143
ko04520	0.0169492
ko00903	0.285714
ko00471	1
ko00473	1
ko05014	0.0232558
ko04950	0.04
ko04510	0.0075188
ko04810	0.0208333
ko04210	0.016129
ko00240	0.407895
ko04010	0.0217391
ko04011	0.0769231
ko01055	1
ko00860	0.475728
ko04310	0.0412371
ko03420	0.25
ko00770	0.758621
ko00280	0.403509
ko04920	0.0222222
ko03050	0.0833333
