PID	Coverage
M00170	1
M00172	0.827047
M00178	1
M00267	0.97569
M00276	1
M00277	0.713632
M00274	1
M00275	1
M00272	0.68526
M00273	1
M00270	0.999819
M00271	1
M00279	1
M00087	0.71171
M00228	1
M00063	0.787701
M00149	0.940164
M00140	1
M00141	0.645061
M00265	0.999998
M00266	0.993209
M00303	0.890867
M00306	0.790688
M00307	0.631645
M00305	0.476153
M00188	0.982758
M00012	0.692791
M00011	0.758275
M00016	0.993174
M00015	0.943193
M00153	0.998156
M00018	1
M00157	1
M00250	0.998259
M00254	1
M00256	0.999544
M00258	1
M00096	0.775163
M00093	0.959025
M00268	1
M00001	1
M00003	0.989873
M00002	1
M00005	1
M00004	0.996497
M00007	0.993018
M00006	1
M00009	0.792442
M00126	0.99983
M00127	0.70839
M00125	1
M00123	0.916365
M00120	1
M00248	0.999987
M00247	1
M00083	1
M00244	1
M00243	0.851956
M00242	0.999997
M00086	0.919013
M00049	0.999994
M00193	1
M00035	0.995904
M00134	0.444057
M00238	1
M00239	1
M00010	0.856785
M00232	0.569672
M00233	0.981215
M00230	0.960834
M00236	1
M00237	0.83425
M00234	0.677169
M00269	1
M00029	0.451195
M00028	0.866302
M00022	0.935312
M00021	0.982604
M00020	0.973079
M00027	0.754392
M00025	0.750471
M00024	0.967908
M00183	1
M00342	0.742652
M00343	0.817891
M00221	1
M00189	0.613305
M00223	1
M00222	1
M00227	0.932514
M00338	0.650522
M00210	0.736034
M00115	0.905216
M00299	1
M00119	0.955575
M00211	1
M00212	0.996431
M00240	1
M00052	0.999987
M00053	0.990412
M00050	0.999994
M00051	0.673199
M00197	1
M00194	1
M00359	0.97769
M00191	0.482828
M00168	0.999998
M00190	0.689311
M00164	1
M00283	1
M00282	0.999231
M00281	0.995228
M00280	0.514044
M00207	1
M00048	0.93906
M00209	0.988399
M00169	0.785291
M00360	1
M00364	0.986042
M00198	0.990097
