file_id	md5	size	urls	sample_id
1670203039de370df9a35a043736a070	2f2ebc58028eaae7446aeeef5bf3334b	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS015072_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825603167ac
1670203039de370df9a35a043735502f	2ab455d269629adb6e9382fed111e686	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS014466_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825602bcf2b
