PID	Coverage
ko00564	0.345679
ko00680	0.268817
ko00562	0.177778
ko00561	0.349206
ko00440	0.111111
ko00250	0.611111
ko00565	0.0625
ko00010	0.5625
ko00760	0.571429
ko00920	0.375
ko04146	0.0285714
ko00600	0.025
ko04141	0.00729927
ko04142	0.010101
ko03040	0.05
ko02060	0.706667
ko00511	0.375
ko00510	0.0227273
ko05110	0.0212766
ko04974	0.0204082
ko00450	0.571429
ko00300	0.55
ko00260	0.507463
ko00190	0.286408
ko03440	0.440678
ko00750	0.533333
ko04626	0.0285714
ko00061	0.615385
ko03070	0.445946
ko00380	0.145161
ko00500	0.455696
ko05120	0.0363636
ko00590	0.0714286
ko00310	0.222222
ko00625	0.307692
ko00627	0.220339
ko00626	0.321429
ko00621	0.0769231
ko00620	0.69863
ko00270	0.575758
ko01053	0.125
ko00071	0.276596
ko00740	0.290323
ko03060	0.435897
ko04910	0.012987
ko00531	0.0714286
ko00360	0.235294
ko00362	0.146667
ko00430	0.375
ko02010	0.446154
ko00130	0.384615
ko00633	0.318182
ko00040	0.333333
ko00730	0.772727
ko01040	0.172414
ko00311	0.0714286
ko03018	0.213333
ko00281	0.1875
ko03013	0.0227273
ko03010	0.388889
ko03015	0.0188679
ko05143	0.0285714
ko00520	0.514019
ko00521	0.588235
ko00052	0.438596
ko00053	0.2
ko00051	0.61194
ko00400	0.548387
ko00350	0.295082
ko00480	0.447368
ko00640	0.439394
ko00720	0.61194
ko02020	0.34472
ko03008	0.0487805
ko00290	0.954545
ko03410	0.317073
ko00630	0.424242
ko00410	0.290323
ko00983	0.0454545
ko05150	0.0615385
ko00791	0.0714286
ko00790	0.541667
ko00020	0.735849
ko00340	0.578947
ko00785	1
ko00550	0.756757
ko00650	0.550725
ko03030	0.333333
ko02030	0.461538
ko04621	0.0392157
ko00910	0.494949
ko00780	0.9
ko00970	0.46875
ko00030	0.613636
ko00230	0.3375
ko04122	0.857143
ko04120	0.0168067
ko00540	0.633333
ko05111	0.0238095
ko00660	0.833333
ko03020	0.20339
ko00330	0.44
ko00908	0.125
ko03430	0.488889
ko00906	0.0571429
ko00900	0.628571
ko00903	0.285714
ko00471	1
ko00473	1
ko00280	0.315789
ko04810	0.00694444
ko04210	0.016129
ko00240	0.381579
ko04010	0.00543478
ko01055	1
ko00860	0.407767
ko03420	0.166667
ko00770	0.724138
ko02040	0.268293
ko00670	0.62963
ko03050	0.0208333
ko04112	0.290323
