PID	Coverage
M00279	0.0797403
M00276	1
M00277	1
M00274	1
M00275	1
M00272	0.999291
M00273	1
M00270	1
M00271	1
M00012	0.211867
M00010	1
M00011	0.000652188
M00016	1
M00017	1
M00014	0.165765
M00015	1
M00153	1
M00018	1
M00019	1
M00157	1
M00156	1.34681e-06
M00128	0.366593
M00126	1
M00127	1
M00124	1
M00125	1
M00123	1
M00120	1
M00121	1
M00089	0.973708
M00088	0.999994
M00081	1
M00083	1
M00085	0.00148562
M00087	1
M00086	1
M00333	1.96928e-07
M00338	1
M00238	1
M00239	1
M00232	1
M00233	0.99969
M00230	0.999915
M00231	5.99436e-09
M00236	1
M00237	1
M00234	1
M00346	0.000158298
M00344	1
M00345	0.999981
M00342	0.78951
M00343	2.47817e-05
M00348	1
M00349	1
M00289	0.999434
M00166	2.89389e-10
M00167	0.11326
M00164	1
M00165	9.64629e-10
M00283	1
M00282	1
M00281	0.998185
M00280	7.53933e-08
M00287	0.999999
M00286	2.20895e-06
M00285	0.00337565
M00049	1
M00048	1
M00045	1
M00047	2.67655e-05
M00046	1
M00040	0.168911
M00043	4.3895e-09
M00042	3.26266e-09
M00265	1
M00264	2.46166e-08
M00267	1
M00266	1
M00261	0.00019527
M00263	0.0149744
M00262	0.982096
M00303	0.811916
M00300	1
M00306	0.000114011
M00307	1
M00305	1.90003e-08
M00168	1
M00001	1
M00003	1
M00002	1
M00005	1
M00004	1
M00007	1
M00006	1
M00009	0.00104332
M00008	1
M00159	1
M00135	1
M00134	1
M00136	0.961207
M00130	0.0128875
M00133	1
M00151	1
M00150	0.231334
M00228	1
M00183	1
M00185	1
M00186	0.748902
M00221	1
M00220	0.152213
M00223	1
M00222	1
M00225	0.982892
M00224	1
M00227	1
M00226	0.980286
M00308	0.999887
M00353	0.00106025
M00359	1
M00319	1.15517e-06
M00258	1
M00310	1
M00171	0.999455
M00170	1
M00173	2.36884e-07
M00172	1
M00175	1
M00174	0.588333
M00176	0.99997
M00178	1
M00078	4.95154e-08
M00079	1
M00073	0.106999
M00076	1
M00077	1
M00229	0.0197951
M00188	1
M00189	1
M00250	1
M00251	1
M00252	0.74279
M00253	1
M00254	1
M00255	1
M00256	1
M00311	1
M00259	0.999948
M00313	1
M00312	1
M00038	4.88554e-06
M00034	0.322257
M00035	1
M00036	6.45384e-08
M00030	4.26608e-05
M00031	0.894388
M00032	0.000562302
M00100	0.0280257
M00214	1
M00215	1
M00216	1
M00217	0.795912
M00210	1
M00211	1
M00212	1
M00213	6.06924e-09
M00063	1
M00218	0.0160604
M00199	1
M00198	1
M00197	1
M00194	1
M00193	1
M00192	5.5487e-05
M00191	0.86361
M00190	1
M00360	1
M00361	1
M00362	1
M00364	1
M00365	1
M00366	0.959096
M00064	1
M00148	0.00272271
M00149	1
M00061	1
M00060	1
M00144	1
M00140	1
M00141	1
M00143	4.67705e-06
M00309	2.41975e-05
M00269	1
M00268	0.999996
M00098	1
M00099	0.000166003
M00092	6.53239e-06
M00093	1
M00090	1.37762e-08
M00091	0.91841
M00096	1
M00097	0.86207
M00094	0.088757
M00095	0.0234317
M00324	1
M00325	1
M00326	0.999757
M00320	0.999812
M00321	6.81141e-09
M00322	0.00993444
M00249	1.06495e-08
M00248	1
M00247	1
M00246	1
M00245	1
M00244	1
M00243	1
M00242	1
M00241	0.081644
M00240	1
M00029	1
M00028	1
M00023	1
M00022	1
M00021	1
M00020	1
M00027	1
M00026	1
M00025	1
M00024	1
M00117	0.976617
M00116	0.216898
M00115	1
M00298	6.56048e-08
M00299	1
M00294	0.000354617
M00296	0.0367
M00119	1
M00118	0.0400976
M00059	8.8036e-10
M00057	4.55679e-05
M00055	9.55743e-07
M00052	1
M00053	1
M00050	1
M00051	1
M00202	1
M00201	0.979485
M00200	0.598055
M00207	1
M00206	0.935599
M00205	1
M00204	0.00490886
M00209	1
M00208	1
M00169	1
