PID	Coverage
ko00564	0.493827
ko00680	0.392473
ko00562	0.4
ko00563	0.230769
ko00561	0.52381
ko00440	0.333333
ko00250	0.814815
ko04060	0.0229358
ko04940	0.0833333
ko04380	0.0212766
ko04650	0.0897436
ko03450	0.0526316
ko00760	0.742857
ko00920	0.625
ko04144	0.123188
ko00310	0.388889
ko04146	0.114286
ko05100	0.0615385
ko04140	0.142857
ko04141	0.153285
ko04142	0.121212
ko04260	0.0338983
ko03040	0.35
ko02060	0.786667
ko04712	0.0833333
ko00511	0.6875
ko00510	0.136364
ko05110	0.12766
ko04974	0.102041
ko00860	0.582524
ko00450	0.75
ko00565	0.125
ko00300	0.75
ko00195	0.047619
ko00260	0.656716
ko00190	0.407767
ko03440	0.559322
ko00750	0.666667
ko04626	0.0428571
ko04660	0.0375
ko00061	0.576923
ko03070	0.513514
ko00903	0.47619
ko04740	0.125
ko00380	0.306452
ko00500	0.873418
ko05120	0.109091
ko00590	0.142857
ko05323	0.153846
ko05322	0.0652174
ko04964	0.0833333
ko05320	0.04
ko04962	0.030303
ko00625	0.5
ko00624	0.0882353
ko00627	0.322034
ko00626	0.392857
ko00620	0.849315
ko00622	0.05
ko00270	0.712121
ko00010	0.725
ko05111	0.214286
ko00941	0.1
ko01053	0.53125
ko01057	0.0555556
ko01056	0.1
ko04670	0.0140845
ko00071	0.531915
ko00740	0.483871
ko05215	0.0294118
ko03060	0.538462
ko00312	0.571429
ko01055	1
ko00534	0.0833333
ko04910	0.025974
ko00531	0.642857
ko04916	0.015625
ko05130	0.0263158
ko00360	0.392157
ko00361	0.157895
ko00362	0.346667
ko04114	0.0135135
ko00121	1
ko00532	0.047619
ko00430	0.375
ko02010	0.649231
ko00130	0.538462
ko04330	0.142857
ko00633	0.363636
ko00040	0.705882
ko00730	0.818182
ko04111	0.0338983
ko01040	0.241379
ko00311	0.142857
ko04514	0.0337079
ko04512	0.0714286
ko00281	0.625
ko04145	0.129032
ko03013	0.143939
ko03010	0.444444
ko05200	0.0083682
ko00601	0.08
ko03015	0.113208
ko00600	0.4
ko05020	0.0344828
ko05143	0.0285714
ko05142	0.0365854
ko00520	0.728972
ko05140	0.0363636
ko05146	0.0384615
ko05145	0.0107527
ko00052	0.666667
ko00053	0.514286
ko00051	0.761194
ko00400	0.645161
ko00350	0.377049
ko00480	0.473684
ko00640	0.727273
ko00720	0.656716
ko00960	0.0434783
ko02020	0.689441
ko00522	0.0909091
ko04020	0.0300752
ko03008	0.109756
ko04966	0.1875
ko00290	0.909091
ko04614	0.176471
ko04610	0.0724638
ko04612	0.0731707
ko03410	0.512195
ko05010	0.0142857
ko00603	0.214286
ko05012	0.00884956
ko00410	0.580645
ko05016	0.0204082
ko05150	0.123077
ko00791	0.285714
ko00790	0.75
ko04540	0.0185185
ko00020	0.830189
ko00710	0.0277778
ko04710	0.0555556
ko00340	0.710526
ko00785	1
ko04130	0.0294118
ko00550	0.756757
ko00650	0.768116
ko03030	0.490196
ko04742	0.0434783
ko02030	0.769231
ko03320	0.0181818
ko04530	0.057971
ko00830	0.171429
ko00514	0.0714286
ko04340	0.0512821
ko04621	0.0588235
ko04623	0.0227273
ko04622	0.0943396
ko00910	0.535354
ko00460	0.357143
ko00521	0.588235
ko00780	0.7
ko00630	0.560606
ko00970	0.5
ko00030	0.795455
ko00670	0.814815
ko00230	0.491667
ko04122	0.619048
ko04120	0.12605
ko00540	0.733333
ko05014	0.0930233
ko03022	0.2
ko00660	0.583333
ko03020	0.389831
ko04630	0.00847458
ko04350	0.06
ko00140	0.285714
ko00983	0.0909091
ko00330	0.632
ko04080	0.0367893
ko03018	0.4
ko00908	0.125
ko04930	0.0322581
ko04320	0.25
ko03430	0.666667
ko00906	0.0857143
ko00900	0.685714
ko04520	0.0508475
ko02040	0.634146
ko00471	1
ko00473	1
ko04950	0.08
ko04510	0.0300752
ko04810	0.0208333
ko04210	0.016129
ko00240	0.559211
ko04012	0.0166667
ko04010	0.0380435
ko04011	0.0769231
ko00100	0.0645161
ko04113	0.0505051
ko04310	0.113402
ko03420	0.354167
ko00770	0.827586
ko00280	0.649123
ko04150	0.1
ko04920	0.0666667
ko04973	0.105263
ko05160	0.0135135
ko03050	0.0833333
ko00930	0.0714286
ko04112	0.516129
