PID	Coverage
ko00564	0.481481
ko00680	0.44086
ko00562	0.355556
ko00563	0.115385
ko05100	0.0615385
ko00440	0.296296
ko00250	0.833333
ko04060	0.0137615
ko00072	1
ko04380	0.0106383
ko04650	0.0384615
ko03450	0.105263
ko00760	0.8
ko00920	0.625
ko04144	0.0652174
ko00310	0.388889
ko04146	0.142857
ko00600	0.325
ko04140	0.142857
ko04141	0.145985
ko04142	0.141414
ko04260	0.0338983
ko03040	0.358333
ko00523	0.15625
ko04711	0.125
ko02060	0.92
ko04712	0.0416667
ko04930	0.0322581
ko00513	0.0204082
ko00511	0.6875
ko00510	0.136364
ko05110	0.12766
ko04974	0.142857
ko00860	0.582524
ko00450	0.821429
ko00565	0.125
ko00300	0.75
ko00195	0.031746
ko00260	0.701493
ko00190	0.461165
ko03440	0.525424
ko00750	0.733333
ko04626	0.0285714
ko00061	0.653846
ko03070	0.756757
ko00903	0.52381
ko00380	0.354839
ko00500	0.822785
ko05120	0.109091
ko00590	0.107143
ko05323	0.107692
ko05322	0.0217391
ko04962	0.0606061
ko00625	0.538462
ko00624	0.176471
ko00627	0.40678
ko00626	0.392857
ko00621	0.0769231
ko00620	0.876712
ko00623	0.0714286
ko00270	0.727273
ko00010	0.775
ko05111	0.285714
ko00941	0.05
ko01053	0.40625
ko00071	0.553191
ko00740	0.516129
ko05215	0.0147059
ko03060	0.589744
ko01055	1
ko00561	0.444444
ko00534	0.0416667
ko04910	0.012987
ko00531	0.571429
ko05130	0.0263158
ko00360	0.490196
ko04111	0.0254237
ko04110	0.00970874
ko04115	0.0172414
ko00121	1
ko00532	0.047619
ko00430	0.4375
ko02010	0.735385
ko00130	0.615385
ko04330	0.142857
ko00633	0.863636
ko00040	0.784314
ko00730	0.954545
ko00362	0.453333
ko01040	0.37931
ko00311	0.142857
ko04514	0.011236
ko04512	0.0892857
ko00281	0.625
ko04145	0.11828
ko03013	0.174242
ko03010	0.520833
ko05200	0.0125523
ko00601	0.08
ko03015	0.0943396
ko00312	0.714286
ko05020	0.0344828
ko05142	0.0121951
ko00520	0.747664
ko00052	0.719298
ko00053	0.457143
ko00051	0.850746
ko00400	0.725806
ko00350	0.442623
ko00480	0.552632
ko00640	0.742424
ko00720	0.701493
ko00960	0.0869565
ko02020	0.776398
ko04020	0.0150376
ko03008	0.158537
ko04966	0.25
ko00290	1
ko04614	0.176471
ko04610	0.0144928
ko04612	0.0243902
ko03410	0.560976
ko05010	0.00714286
ko00603	0.142857
ko05012	0.00884956
ko00410	0.645161
ko00983	0.0909091
ko05150	0.0615385
ko00791	0.285714
ko00790	0.833333
ko00020	0.867925
ko00710	0.0555556
ko04710	0.0555556
ko00340	0.736842
ko00785	1
ko04130	0.0588235
ko00550	0.918919
ko00650	0.869565
ko03030	0.45098
ko04742	0.0434783
ko02030	1
ko03320	0.0181818
ko04530	0.057971
ko00830	0.114286
ko00514	0.0357143
ko04340	0.025641
ko04621	0.0588235
ko04620	0.027027
ko04623	0.0227273
ko04622	0.0754717
ko00910	0.626263
ko00460	0.392857
ko00521	0.705882
ko00780	0.7
ko00630	0.636364
ko00970	0.53125
ko00030	0.863636
ko00670	0.851852
ko00230	0.541667
ko04122	0.904762
ko04120	0.109244
ko00540	0.8
ko05014	0.0697674
ko03022	0.228571
ko00660	1
ko03020	0.423729
ko04630	0.0254237
ko04350	0.06
ko00140	0.285714
ko00330	0.664
ko04080	0.0200669
ko03018	0.466667
ko00908	0.125
ko04320	0.25
ko03430	0.688889
ko00906	0.114286
ko00900	0.685714
ko04520	0.0338983
ko02040	0.878049
ko00471	1
ko00473	1
ko04510	0.0150376
ko04810	0.0208333
ko04210	0.016129
ko00240	0.592105
ko04012	0.0333333
ko04010	0.0271739
ko04011	0.128205
ko00100	0.129032
ko04113	0.040404
ko04640	0.0128205
ko05016	0.00680272
ko04310	0.0824742
ko03420	0.395833
ko00770	0.862069
ko00280	0.701754
ko04150	0.1
ko04920	0.0666667
ko04973	0.105263
ko03050	0.1875
ko00930	0.0714286
ko04112	0.451613
ko04722	0.0117647
