PID	Coverage
ko00564	0.444444
ko00680	0.349462
ko00562	0.311111
ko00563	0.115385
ko05100	0.0769231
ko00440	0.259259
ko00250	0.814815
ko04060	0.00458716
ko00072	1
ko00010	0.6625
ko04650	0.025641
ko03450	0.0526316
ko00760	0.657143
ko00920	0.53125
ko04144	0.101449
ko00310	0.351852
ko04146	0.114286
ko00561	0.507937
ko04140	0.047619
ko04141	0.0948905
ko04142	0.0606061
ko04260	0.0508475
ko03040	0.316667
ko04711	0.125
ko02060	0.866667
ko04712	0.0833333
ko00513	0.0204082
ko00511	0.6875
ko00510	0.0681818
ko05110	0.12766
ko04974	0.142857
ko00450	0.642857
ko00565	0.0625
ko00300	0.625
ko00195	0.015873
ko00260	0.626866
ko00190	0.412621
ko03440	0.542373
ko00750	0.666667
ko04626	0.0142857
ko00061	0.653846
ko03070	0.635135
ko02040	0.731707
ko00380	0.209677
ko00500	0.696203
ko05120	0.0909091
ko00590	0.0714286
ko05323	0.0461538
ko05322	0.0434783
ko04962	0.0606061
ko00625	0.461538
ko00624	0.176471
ko00627	0.338983
ko00626	0.464286
ko00621	0.384615
ko00620	0.821918
ko00623	0.0357143
ko00270	0.651515
ko04380	0.0106383
ko05111	0.166667
ko00941	0.05
ko01053	0.21875
ko01057	0.0555556
ko04670	0.0140845
ko04950	0.12
ko00071	0.425532
ko00740	0.451613
ko05216	0.0714286
ko03060	0.538462
ko04910	0.012987
ko00531	0.357143
ko04916	0.015625
ko05130	0.0263158
ko00360	0.372549
ko00362	0.28
ko04110	0.0291262
ko04115	0.0172414
ko00430	0.375
ko02010	0.704615
ko00130	0.564103
ko04622	0.0566038
ko00633	0.5
ko00040	0.647059
ko00730	0.772727
ko04111	0.00847458
ko01040	0.241379
ko00311	0.214286
ko04512	0.107143
ko00281	0.4375
ko04145	0.0537634
ko03013	0.121212
ko03010	0.416667
ko05200	0.0083682
ko00601	0.04
ko03015	0.113208
ko00600	0.325
ko05020	0.0344828
ko05142	0.0121951
ko00520	0.700935
ko00052	0.649123
ko00053	0.285714
ko00051	0.791045
ko00400	0.677419
ko00350	0.42623
ko00480	0.552632
ko00640	0.681818
ko00720	0.686567
ko00960	0.0434783
ko02020	0.649068
ko04020	0.0075188
ko03008	0.109756
ko04966	0.125
ko00290	1
ko04614	0.117647
ko03410	0.487805
ko05010	0.00714286
ko00603	0.0714286
ko05012	0.00884956
ko00980	0.0454545
ko00410	0.516129
ko05016	0.0136054
ko05150	0.0923077
ko00791	0.214286
ko00790	0.75
ko00020	0.886792
ko00710	0.0277778
ko04710	0.111111
ko00340	0.710526
ko00785	1
ko04130	0.0294118
ko00550	0.918919
ko00650	0.782609
ko03030	0.392157
ko02030	0.807692
ko03320	0.0181818
ko04744	0.0588235
ko04530	0.0289855
ko00830	0.0285714
ko04340	0.025641
ko04621	0.0196078
ko04620	0.0135135
ko04623	0.0227273
ko04330	0.107143
ko04270	0.0121951
ko00910	0.656566
ko00460	0.321429
ko00521	0.529412
ko00780	0.9
ko00630	0.606061
ko00970	0.515625
ko00030	0.681818
ko00670	0.851852
ko00230	0.4875
ko04122	0.857143
ko04120	0.0840336
ko00540	0.833333
ko05014	0.0465116
ko03022	0.142857
ko00660	0.833333
ko03020	0.305085
ko04630	0.0338983
ko00140	0.0571429
ko00983	0.0909091
ko00514	0.0714286
ko00330	0.656
ko04080	0.0167224
ko03018	0.413333
ko00908	0.125
ko04930	0.0322581
ko04320	0.166667
ko03430	0.622222
ko00906	0.0857143
ko00900	0.828571
ko04520	0.0338983
ko00903	0.47619
ko00860	0.601942
ko00471	1
ko00473	1
ko00592	0.2
ko04510	0.0075188
ko04810	0.0138889
ko04210	0.0322581
ko00240	0.513158
ko04012	0.05
ko04010	0.0434783
ko04011	0.0769231
ko01055	1
ko04113	0.010101
ko04640	0.0128205
ko04310	0.0309278
ko03420	0.270833
ko00770	0.793103
ko00280	0.614035
ko04150	0.0333333
ko04920	0.0222222
ko00120	0.0588235
ko03050	0.166667
ko00930	0.0714286
ko04112	0.451613
