PID	Coverage
ko00564	0.395062
ko00680	0.317204
ko00562	0.266667
ko00563	0.0769231
ko05100	0.0461538
ko00440	0.111111
ko00250	0.759259
ko04060	0.00458716
ko00072	0.875
ko00010	0.6625
ko04650	0.025641
ko03450	0.0526316
ko00760	0.771429
ko00920	0.53125
ko04144	0.0144928
ko00310	0.277778
ko04146	0.1
ko00600	0.25
ko04140	0.0952381
ko04141	0.0510949
ko04142	0.040404
ko03040	0.183333
ko02060	0.84
ko04712	0.0833333
ko00511	0.6875
ko00510	0.136364
ko05110	0.106383
ko04974	0.0816327
ko00860	0.592233
ko00450	0.714286
ko00565	0.0625
ko00300	0.55
ko00195	0.047619
ko00260	0.656716
ko00190	0.398058
ko03440	0.508475
ko00750	0.666667
ko04626	0.0142857
ko00311	0.214286
ko00061	0.653846
ko03070	0.675676
ko02040	0.560976
ko00380	0.209677
ko00500	0.64557
ko05120	0.0545455
ko00590	0.0714286
ko05323	0.0307692
ko05322	0.0217391
ko04962	0.030303
ko00625	0.5
ko00624	0.147059
ko00627	0.322034
ko00626	0.464286
ko00621	0.384615
ko00620	0.808219
ko00623	0.0357143
ko00270	0.636364
ko05111	0.166667
ko00941	0.05
ko01053	0.28125
ko00071	0.404255
ko00740	0.451613
ko03060	0.589744
ko00561	0.460317
ko04910	0.012987
ko00531	0.357143
ko05130	0.0526316
ko00360	0.333333
ko00633	0.272727
ko04115	0.0172414
ko00430	0.5625
ko02010	0.68
ko00130	0.487179
ko04330	0.0714286
ko00040	0.54902
ko00730	0.772727
ko00362	0.306667
ko01040	0.310345
ko04514	0.011236
ko04270	0.0243902
ko00281	0.0625
ko04145	0.0752688
ko03013	0.0833333
ko03010	0.4375
ko05200	0.0041841
ko00601	0.08
ko03015	0.0754717
ko00312	0.142857
ko05020	0.0344828
ko05143	0.0285714
ko00520	0.672897
ko00521	0.529412
ko00052	0.631579
ko00053	0.342857
ko00051	0.791045
ko00400	0.66129
ko00350	0.360656
ko00480	0.552632
ko00640	0.621212
ko00720	0.671642
ko02020	0.652174
ko00120	0.0588235
ko04020	0.0225564
ko03008	0.0853659
ko04966	0.125
ko00290	1
ko04614	0.117647
ko03410	0.463415
ko04976	0.0172414
ko05010	0.00714286
ko00980	0.0454545
ko00630	0.621212
ko00410	0.548387
ko00983	0.0909091
ko05150	0.107692
ko00791	0.285714
ko00790	0.75
ko00020	0.867925
ko00710	0.0277778
ko00340	0.710526
ko00785	1
ko04130	0.0294118
ko00550	0.945946
ko00650	0.724638
ko03030	0.392157
ko02030	0.653846
ko04530	0.0144928
ko04340	0.0769231
ko04621	0.0588235
ko04623	0.0227273
ko04622	0.0377358
ko00910	0.666667
ko00513	0.0204082
ko00460	0.321429
ko00830	0.0285714
ko00780	0.9
ko00970	0.5
ko00030	0.681818
ko00670	0.814815
ko00230	0.454167
ko04122	0.857143
ko04120	0.0588235
ko00540	0.733333
ko05014	0.0465116
ko03022	0.0571429
ko00660	0.75
ko03020	0.254237
ko04512	0.0714286
ko00140	0.0857143
ko00514	0.0357143
ko05410	0.0133333
ko00330	0.648
ko04080	0.00334448
ko03018	0.36
ko00908	0.125
ko04930	0.0322581
ko04320	0.0833333
ko03430	0.6
ko00906	0.0857143
ko00900	0.714286
ko04520	0.0338983
ko00903	0.47619
ko00471	1
ko00473	1
ko04510	0.0075188
ko04810	0.00694444
ko04210	0.016129
ko00240	0.493421
ko04010	0.00543478
ko04011	0.0512821
ko01055	1
ko04113	0.0707071
ko04310	0.0412371
ko03420	0.270833
ko00770	0.827586
ko00280	0.631579
ko04920	0.0222222
ko03050	0.0833333
ko00930	0.0714286
ko04112	0.387097
