PID	Coverage
ko00564	0.234568
ko00680	0.150538
ko00562	0.133333
ko00561	0.222222
ko00440	0.148148
ko00250	0.5
ko00740	0.290323
ko00010	0.45
ko03450	0.0526316
ko00760	0.428571
ko00920	0.3125
ko00310	0.203704
ko04146	0.0285714
ko00600	0.025
ko04140	0.047619
ko04141	0.00729927
ko03040	0.00833333
ko02060	0.586667
ko00511	0.1875
ko00510	0.0227273
ko00450	0.357143
ko00300	0.475
ko00260	0.41791
ko00190	0.242718
ko03440	0.389831
ko00750	0.6
ko04626	0.0142857
ko00591	0.0833333
ko00061	0.615385
ko03070	0.378378
ko02040	0.390244
ko00380	0.225806
ko00500	0.43038
ko05120	0.0181818
ko00590	0.0714286
ko00625	0.423077
ko00624	0.147059
ko00627	0.271186
ko00626	0.357143
ko00621	0.153846
ko00620	0.547945
ko00270	0.409091
ko01053	0.03125
ko00071	0.340426
ko00072	0.625
ko03060	0.333333
ko00360	0.235294
ko00633	0.0454545
ko00430	0.3125
ko02010	0.378462
ko00130	0.282051
ko00361	0.0526316
ko00040	0.254902
ko00730	0.5
ko00362	0.186667
ko01040	0.172414
ko00311	0.0714286
ko03018	0.24
ko00281	0.125
ko00280	0.350877
ko03013	0.0151515
ko03010	0.375
ko05143	0.0285714
ko00520	0.383178
ko00521	0.588235
ko00052	0.350877
ko00053	0.371429
ko00051	0.447761
ko00400	0.354839
ko00121	1
ko00350	0.327869
ko00480	0.342105
ko00640	0.348485
ko00720	0.402985
ko02020	0.298137
ko03008	0.0365854
ko00290	0.636364
ko04610	0.0144928
ko03410	0.292683
ko05010	0.00714286
ko00630	0.30303
ko00410	0.290323
ko05150	0.0461538
ko00791	0.142857
ko00790	0.5
ko00020	0.471698
ko00710	0.0277778
ko00340	0.447368
ko00785	0.5
ko00550	0.675676
ko00650	0.347826
ko03030	0.294118
ko02030	0.538462
ko04621	0.0392157
ko00860	0.23301
ko00910	0.242424
ko00460	0.357143
ko00780	0.6
ko00970	0.421875
ko00030	0.568182
ko00230	0.304167
ko04122	0.47619
ko04120	0.0168067
ko00540	0.4
ko05111	0.047619
ko00660	0.416667
ko03020	0.169492
ko00330	0.344
ko00908	0.125
ko03430	0.444444
ko00900	0.514286
ko00903	0.428571
ko00471	1
ko00473	0.8
ko04210	0.016129
ko00240	0.315789
ko01055	1
ko03420	0.1875
ko00770	0.517241
ko00670	0.518519
ko04112	0.290323
