PID	Coverage
M00276	1
M00277	0.999997
M00274	0.276392
M00275	0.965869
M00272	0.0452122
M00273	1
M00270	0.961446
M00271	0.999126
M00279	0.859574
M00012	0.78717
M00010	1
M00011	1
M00016	1
M00017	1
M00015	1
M00153	1
M00018	1
M00150	0.999987
M00157	1
M00156	1
M00128	0.134053
M00126	0.999999
M00127	1
M00124	0.890856
M00125	1
M00122	0.740977
M00123	1
M00120	1
M00121	1
M00081	0.134847
M00083	1
M00087	0.171644
M00086	1
M00336	1
M00334	0.141424
M00338	0.971419
M00238	1
M00239	1
M00233	0.7945
M00236	1
M00237	1
M00234	0.673969
M00344	0.960561
M00348	0.570437
M00349	0.619539
M00164	1
M00283	0.999509
M00282	0.934643
M00168	1
M00280	0.77814
M00049	1
M00048	1
M00045	1
M00046	0.130281
M00265	1
M00267	0.999985
M00266	0.993033
M00303	0.216035
M00300	1
M00268	0.999418
M00281	0.908803
M00001	1
M00003	1
M00002	1
M00005	1
M00004	1
M00007	1
M00006	1
M00009	1
M00008	1
M00159	1
M00135	0.185548
M00134	1
M00133	1
M00151	1
M00019	0.940205
M00228	1
M00183	1
M00185	1
M00186	0.826994
M00221	0.951027
M00223	1
M00222	1
M00224	0.140247
M00227	0.967177
M00359	1
M00319	1
M00318	0.864915
M00258	1
M00310	0.322998
M00171	0.0318252
M00170	1
M00172	1
M00175	1
M00178	1
M00079	0.176085
M00229	0.998963
M00188	1
M00189	1
M00250	0.999996
M00251	0.420933
M00252	0.417995
M00253	0.0975729
M00254	1
M00255	1
M00256	1
M00311	1
M00259	0.987152
M00317	0.815185
M00316	0.0541593
M00035	0.971419
M00214	1
M00215	0.0824681
M00216	0.968429
M00210	1
M00211	0.971008
M00212	1
M00063	1
M00198	0.399214
M00197	0.999961
M00194	0.999941
M00193	0.96352
M00191	1
M00190	1
M00360	1
M00361	0.359252
M00362	0.580463
M00364	1
M00365	0.994017
M00064	1
M00149	1
M00061	0.999954
M00060	1
M00144	1
M00140	1
M00141	0.951848
M00269	0.999816
M00307	1
M00098	0.576241
M00093	1
M00096	1
M00097	0.0369183
M00324	0.999905
M00325	1
M00326	0.695295
M00320	1
M00249	1
M00248	1
M00247	1
M00246	1
M00245	1
M00244	1
M00243	1
M00242	1
M00241	0.0953448
M00240	1
M00029	1
M00028	1
M00023	1
M00022	1
M00021	1
M00020	1
M00027	0.888433
M00026	1
M00025	1
M00024	1
M00117	0.842208
M00115	1
M00299	1
M00119	0.999909
M00118	1
M00052	1
M00053	1
M00050	1
M00051	1
M00201	0.0750422
M00207	0.999996
M00209	1
M00208	0.449934
M00169	1
